filepath,label
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Pepper__bell___Bacterial_spot/9f3a7e14-bd0e-48ea-89c3-9c3bd743fb19___NREC_B.Spot 1956.JPG,Pepper__bell___Bacterial_spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Pepper__bell___Bacterial_spot/da6bf599-43d6-4b8e-80bd-97721561273f___JR_B.Spot 8973.JPG,Pepper__bell___Bacterial_spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Pepper__bell___Bacterial_spot/ba9e7d81-876f-4c05-9578-ddd45d8b3526___JR_B.Spot 3330.JPG,Pepper__bell___Bacterial_spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Pepper__bell___Bacterial_spot/e1b6c94d-8ecf-4cc3-af1e-0994f71a3d97___JR_B.Spot 9019.JPG,Pepper__bell___Bacterial_spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Pepper__bell___Bacterial_spot/c5ae280d-bbc4-4ef5-8c09-38a241b8c00d___NREC_B.Spot 9199.JPG,Pepper__bell___Bacterial_spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Pepper__bell___Bacterial_spot/66d4cd59-bc59-49cc-9a94-dafa07318fb4___JR_B.Spot 8975.JPG,Pepper__bell___Bacterial_spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Pepper__bell___Bacterial_spot/34a38a87-b06b-4a69-b0d0-9dade7f3c2ea___NREC_B.Spot 1978.JPG,Pepper__bell___Bacterial_spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Pepper__bell___Bacterial_spot/7882ce4f-9820-4e9f-978f-ccd7d1c75e16___NREC_B.Spot 1968.JPG,Pepper__bell___Bacterial_spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Pepper__bell___Bacterial_spot/9e51a122-2ee0-476d-9a0e-a7f059dfd290___NREC_B.Spot 1878.JPG,Pepper__bell___Bacterial_spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Pepper__bell___Bacterial_spot/05af15b5-fbda-4dab-a4ba-c783d531d24d___JR_B.Spot 3150.JPG,Pepper__bell___Bacterial_spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Pepper__bell___Bacterial_spot/ffa3b1df-49c6-4fd2-9ec5-1ca5eb175797___JR_B.Spot 3254.JPG,Pepper__bell___Bacterial_spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Pepper__bell___Bacterial_spot/1b0cfb07-f452-49e0-85ad-45f3f519ca7a___JR_B.Spot 9094.JPG,Pepper__bell___Bacterial_spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Pepper__bell___Bacterial_spot/6d15afc9-3066-4ce4-811c-97da31711bf3___NREC_B.Spot 9157.JPG,Pepper__bell___Bacterial_spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Pepper__bell___Bacterial_spot/a3ba123a-0100-4f00-9166-9451474e5a8e___NREC_B.Spot 9229.JPG,Pepper__bell___Bacterial_spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Pepper__bell___Bacterial_spot/12342367-f62b-40d0-897b-77bd1edbd3d1___JR_B.Spot 3199.JPG,Pepper__bell___Bacterial_spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Pepper__bell___Bacterial_spot/261bcab9-0dc9-4146-bd6b-7305732922d0___JR_B.Spot 9055.JPG,Pepper__bell___Bacterial_spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Pepper__bell___Bacterial_spot/1c0c1501-f362-49d0-9e99-e72006441c8c___JR_B.Spot 8869.JPG,Pepper__bell___Bacterial_spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Pepper__bell___Bacterial_spot/796c804e-6764-4497-8ded-dc7ac3f0112c___JR_B.Spot 9007.JPG,Pepper__bell___Bacterial_spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Pepper__bell___Bacterial_spot/cb6eba3e-5837-470a-b6cd-75721d7a5865___NREC_B.Spot 1806.JPG,Pepper__bell___Bacterial_spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Pepper__bell___Bacterial_spot/e616baf2-95a6-41e6-8357-5d35c9aac031___JR_B.Spot 3245.JPG,Pepper__bell___Bacterial_spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Pepper__bell___Bacterial_spot/e5781299-7fd6-4d80-aca1-d78910d9da1c___JR_B.Spot 3371.JPG,Pepper__bell___Bacterial_spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Pepper__bell___Bacterial_spot/57d9d6f1-8f81-4b5b-8985-c82b136a6c4c___JR_B.Spot 8846.JPG,Pepper__bell___Bacterial_spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Pepper__bell___Bacterial_spot/cc9a53f1-2279-4427-88e5-559c3975a7c4___NREC_B.Spot 1833.JPG,Pepper__bell___Bacterial_spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Pepper__bell___Bacterial_spot/538ad66b-39cb-4972-8ad7-8ebf1964f782___JR_B.Spot 9001.JPG,Pepper__bell___Bacterial_spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Pepper__bell___Bacterial_spot/4c6a8199-896f-4cbf-8db4-3baa021a9e1c___NREC_B.Spot 9247.JPG,Pepper__bell___Bacterial_spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Pepper__bell___Bacterial_spot/7b371f7e-a8de-4b89-812d-0526237a6fea___JR_B.Spot 3404.JPG,Pepper__bell___Bacterial_spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Pepper__bell___Bacterial_spot/fb3f399e-bc2f-418e-8b4e-a834b9f40c1b___JR_B.Spot 9097.JPG,Pepper__bell___Bacterial_spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Pepper__bell___Bacterial_spot/3f4bec2b-fc05-4b3a-89aa-36960c25ecd1___JR_B.Spot 3207.JPG,Pepper__bell___Bacterial_spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Pepper__bell___Bacterial_spot/72fb0734-1e8c-4bdb-a355-959d1ce12cd0___NREC_B.Spot 9066.JPG,Pepper__bell___Bacterial_spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Pepper__bell___Bacterial_spot/e91bd240-ee50-4ec3-aeff-a8e760a94fbe___NREC_B.Spot 1809.JPG,Pepper__bell___Bacterial_spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Pepper__bell___Bacterial_spot/6053bc44-28f5-48db-b21b-df8c16351222___JR_B.Spot 3173.JPG,Pepper__bell___Bacterial_spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Pepper__bell___Bacterial_spot/a88f92fc-0522-4568-a9d7-850eb67c2602___NREC_B.Spot 9109.JPG,Pepper__bell___Bacterial_spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Pepper__bell___Bacterial_spot/234f12c4-f47d-4712-8780-3e1e99bf4c42___JR_B.Spot 3174.JPG,Pepper__bell___Bacterial_spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Pepper__bell___Bacterial_spot/6b1b260e-fab5-4a73-936c-5592119c13fe___NREC_B.Spot 1952.JPG,Pepper__bell___Bacterial_spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Pepper__bell___Bacterial_spot/6fc860ea-46cd-4b40-8d53-27c1ebf95935___NREC_B.Spot 1836.JPG,Pepper__bell___Bacterial_spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Pepper__bell___Bacterial_spot/43aa27d3-3a37-4245-8b20-984512abfc6c___JR_B.Spot 3386.JPG,Pepper__bell___Bacterial_spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Pepper__bell___Bacterial_spot/28462e1b-741c-4949-884f-e5c35375dab4___JR_B.Spot 3111.JPG,Pepper__bell___Bacterial_spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Pepper__bell___Bacterial_spot/2b8c82d0-2e5d-483a-93eb-53192fa486c9___NREC_B.Spot 1858.JPG,Pepper__bell___Bacterial_spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Pepper__bell___Bacterial_spot/d976cf27-8d18-4ecf-9dd1-c462e807e9a3___NREC_B.Spot 9139.JPG,Pepper__bell___Bacterial_spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Pepper__bell___Bacterial_spot/648a0b23-8a55-4530-a0a0-b04882298d24___NREC_B.Spot 1839.JPG,Pepper__bell___Bacterial_spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Pepper__bell___Bacterial_spot/e7ec8fef-daec-4f8f-93b1-67d40ec68cae___JR_B.Spot 8850.JPG,Pepper__bell___Bacterial_spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Pepper__bell___Bacterial_spot/178e960f-3250-4378-9783-765b65e54217___NREC_B.Spot 1881.JPG,Pepper__bell___Bacterial_spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Pepper__bell___Bacterial_spot/50e6a99b-97a6-4f91-bb0d-b82e11e3f482___NREC_B.Spot 9195.JPG,Pepper__bell___Bacterial_spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Pepper__bell___Bacterial_spot/14a96020-2720-43c5-8638-e70b90ebd573___JR_B.Spot 9039.JPG,Pepper__bell___Bacterial_spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Pepper__bell___Bacterial_spot/17000d8e-8095-4f00-b704-b94b1c531d8d___JR_B.Spot 3384.JPG,Pepper__bell___Bacterial_spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Pepper__bell___Bacterial_spot/baaf70ae-a980-4cf0-a012-de1c2a35a2bd___JR_B.Spot 8822.JPG,Pepper__bell___Bacterial_spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Pepper__bell___Bacterial_spot/5528b2f7-3c8f-4c20-8fdc-5fa996e9a637___JR_B.Spot 3236.JPG,Pepper__bell___Bacterial_spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Pepper__bell___Bacterial_spot/b3f8b650-0da5-4882-afe9-92ba8ec734ca___JR_B.Spot 3100.JPG,Pepper__bell___Bacterial_spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Pepper__bell___Bacterial_spot/3d203d3a-3614-4ddf-9956-0c6a12208c7e___JR_B.Spot 3391.JPG,Pepper__bell___Bacterial_spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Pepper__bell___Bacterial_spot/7081e6ab-4d18-4b97-9cf5-86c6adaa4715___JR_B.Spot 3189.JPG,Pepper__bell___Bacterial_spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Pepper__bell___Bacterial_spot/d01b3a25-c172-42b5-a269-43b46e40b2fd___NREC_B.Spot 9144.JPG,Pepper__bell___Bacterial_spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Pepper__bell___Bacterial_spot/b84f038e-0823-4ed9-a96e-47bb8e628dd0___JR_B.Spot 3309.JPG,Pepper__bell___Bacterial_spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Pepper__bell___Bacterial_spot/b928cffb-f480-44a8-9b09-70ef158fdc7c___JR_B.Spot 3155.JPG,Pepper__bell___Bacterial_spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Pepper__bell___Bacterial_spot/e40b2cd1-ef48-4cf7-b69a-8aedf75065fd___NREC_B.Spot 9050.JPG,Pepper__bell___Bacterial_spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Pepper__bell___Bacterial_spot/d31615a2-7518-4b93-8695-c2d00dc9a9fb___NREC_B.Spot 9149.JPG,Pepper__bell___Bacterial_spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Pepper__bell___Bacterial_spot/c1fbd9ca-229b-4171-8e0c-272c703516a6___JR_B.Spot 3301.JPG,Pepper__bell___Bacterial_spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Pepper__bell___Bacterial_spot/94b1fbe4-4a9d-4237-a6ca-41a6db87d654___JR_B.Spot 3242.JPG,Pepper__bell___Bacterial_spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Pepper__bell___Bacterial_spot/0c4e75b2-e4aa-437e-815c-636271d66bec___JR_B.Spot 3244.JPG,Pepper__bell___Bacterial_spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Pepper__bell___Bacterial_spot/536247a1-295f-455f-ab45-0798d5efa080___JR_B.Spot 8887.JPG,Pepper__bell___Bacterial_spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Pepper__bell___Bacterial_spot/a9237458-1c43-42da-8a5a-a3ed8d76a12b___NREC_B.Spot 9093.JPG,Pepper__bell___Bacterial_spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Pepper__bell___Bacterial_spot/bdb598d7-7b7a-45cb-921a-f37cf7105006___NREC_B.Spot 1908.JPG,Pepper__bell___Bacterial_spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Pepper__bell___Bacterial_spot/1044c742-39a0-4b1a-984f-3cb2bdeda94b___NREC_B.Spot 9219.JPG,Pepper__bell___Bacterial_spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Pepper__bell___Bacterial_spot/ceaabee8-4555-498b-a7ba-b5f96c4cfdcc___JR_B.Spot 3160.JPG,Pepper__bell___Bacterial_spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Pepper__bell___Bacterial_spot/4cf90b49-1b89-422e-84ae-2e2fcfc2fa02___JR_B.Spot 3362.JPG,Pepper__bell___Bacterial_spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Pepper__bell___Bacterial_spot/4040f0a8-b1e5-47e9-b8ad-521818bf8c52___NREC_B.Spot 9202.JPG,Pepper__bell___Bacterial_spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Pepper__bell___Bacterial_spot/c4791388-b93b-4cad-9ee8-e243c2847f0c___JR_B.Spot 9024.JPG,Pepper__bell___Bacterial_spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Pepper__bell___Bacterial_spot/a020fc8f-13d9-47d9-9a06-cf5dcf87c2c3___JR_B.Spot 8896.JPG,Pepper__bell___Bacterial_spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Pepper__bell___Bacterial_spot/7a901ea0-0ebe-41fa-9585-f74f6ce49d17___JR_B.Spot 8859.JPG,Pepper__bell___Bacterial_spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Pepper__bell___Bacterial_spot/8344bdaa-cb73-4046-bdc0-4657564ccef8___JR_B.Spot 3170.JPG,Pepper__bell___Bacterial_spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Pepper__bell___Bacterial_spot/7b21dafb-0173-4762-8fb5-8bb9b0aa604c___JR_B.Spot 3149.JPG,Pepper__bell___Bacterial_spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Pepper__bell___Bacterial_spot/c5a3ed0e-ea2d-499a-a78c-53cc073cbc9e___JR_B.Spot 3241.JPG,Pepper__bell___Bacterial_spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Pepper__bell___Bacterial_spot/84e67357-edd8-445d-9c49-32b1c5d5deeb___JR_B.Spot 8921.JPG,Pepper__bell___Bacterial_spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Pepper__bell___Bacterial_spot/a58df0b5-76f7-4f63-957c-660ec21414b4___NREC_B.Spot 1943.JPG,Pepper__bell___Bacterial_spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Pepper__bell___Bacterial_spot/ad91f8c2-0505-4b62-8395-370d3ae23c68___NREC_B.Spot 9071.JPG,Pepper__bell___Bacterial_spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Pepper__bell___Bacterial_spot/e9714b47-3088-4ef5-9f18-02983c4558fc___JR_B.Spot 3144.JPG,Pepper__bell___Bacterial_spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Pepper__bell___Bacterial_spot/7b499cbf-4eb9-4ce8-8aaf-ad09313ec315___NREC_B.Spot 1817.JPG,Pepper__bell___Bacterial_spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Pepper__bell___Bacterial_spot/d7010297-6cb4-435d-ad31-12758c1520c8___JR_B.Spot 8940.JPG,Pepper__bell___Bacterial_spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Pepper__bell___Bacterial_spot/e0a37710-24b7-4b37-878c-537906b6b6e5___JR_B.Spot 3318.JPG,Pepper__bell___Bacterial_spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Pepper__bell___Bacterial_spot/3da16030-36bd-4866-826f-70945a9f8b60___JR_B.Spot 8934.JPG,Pepper__bell___Bacterial_spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Pepper__bell___Bacterial_spot/e1c5cd9c-d181-42b8-95cc-e45538f21d12___NREC_B.Spot 1864.JPG,Pepper__bell___Bacterial_spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Pepper__bell___Bacterial_spot/4fc91e77-fdbc-4041-a510-b267ebbc4bb9___NREC_B.Spot 9055.JPG,Pepper__bell___Bacterial_spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Pepper__bell___Bacterial_spot/6ceb56c6-36aa-4196-b60f-6fb8306b3cb4___NREC_B.Spot 9162.JPG,Pepper__bell___Bacterial_spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Pepper__bell___Bacterial_spot/64c23fb9-51a0-4690-bed5-47ab3af8c294___JR_B.Spot 9072.JPG,Pepper__bell___Bacterial_spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Pepper__bell___Bacterial_spot/7fb4d5d5-e4c8-42d1-b1a0-c2ee6abda2d3___NREC_B.Spot 1787.JPG,Pepper__bell___Bacterial_spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Pepper__bell___Bacterial_spot/197fdd19-46d1-46f7-8e79-aa9545f76ff0___JR_B.Spot 9000.JPG,Pepper__bell___Bacterial_spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Pepper__bell___Bacterial_spot/ead27319-4073-490e-80a0-08e916bbc1f2___JR_B.Spot 9084.JPG,Pepper__bell___Bacterial_spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Pepper__bell___Bacterial_spot/3ecf6ae1-56d9-47c0-bedb-af7954dbc3c6___JR_B.Spot 8953.JPG,Pepper__bell___Bacterial_spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Pepper__bell___Bacterial_spot/a6ca6ad0-b6d5-45b6-977a-243c5d5e7404___JR_B.Spot 3366.JPG,Pepper__bell___Bacterial_spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Pepper__bell___Bacterial_spot/bb696cc0-eef2-40e1-a0c0-9df002d0d413___NREC_B.Spot 9243.JPG,Pepper__bell___Bacterial_spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Pepper__bell___Bacterial_spot/f37ef7e1-bc3f-4247-8d4d-d9c76caa5ebb___JR_B.Spot 3340.JPG,Pepper__bell___Bacterial_spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Pepper__bell___Bacterial_spot/6d21b1fe-9e5d-4586-9726-14844ad5116f___JR_B.Spot 3120.JPG,Pepper__bell___Bacterial_spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Pepper__bell___Bacterial_spot/377f30e6-bf06-41d6-885e-85bfe5146a9b___NREC_B.Spot 9072.JPG,Pepper__bell___Bacterial_spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Pepper__bell___Bacterial_spot/7746a606-48e8-41b1-92ab-ee511f52057d___JR_B.Spot 8930.JPG,Pepper__bell___Bacterial_spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Pepper__bell___Bacterial_spot/2d5def2a-c79d-444e-88be-a5961c9107d0___JR_B.Spot 3249.JPG,Pepper__bell___Bacterial_spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Pepper__bell___Bacterial_spot/b338fbbd-ec79-4807-be12-a5c678d1f78d___JR_B.Spot 8881.JPG,Pepper__bell___Bacterial_spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Pepper__bell___Bacterial_spot/b8eff1e7-9059-4c11-b931-fc1bc4ee0ae1___NREC_B.Spot 1972.JPG,Pepper__bell___Bacterial_spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Pepper__bell___Bacterial_spot/b0ad5e4c-522c-4215-897e-39fec504c1a6___JR_B.Spot 8840.JPG,Pepper__bell___Bacterial_spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Pepper__bell___Bacterial_spot/d28d81c9-d06f-4e9c-b9f6-8347273320b6___NREC_B.Spot 1983.JPG,Pepper__bell___Bacterial_spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Pepper__bell___Bacterial_spot/35833444-02ab-4d4a-a7b7-76757ef56e59___JR_B.Spot 8839.JPG,Pepper__bell___Bacterial_spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Pepper__bell___Bacterial_spot/e4e7e5a2-5aa1-4378-833d-9142358c7c9b___JR_B.Spot 9092.JPG,Pepper__bell___Bacterial_spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Pepper__bell___Bacterial_spot/33f79c51-bc4b-46dc-bb41-7f84070dde74___JR_B.Spot 3122.JPG,Pepper__bell___Bacterial_spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Pepper__bell___Bacterial_spot/15f3b9e4-9127-4404-904b-173dbe878fd6___JR_B.Spot 3226.JPG,Pepper__bell___Bacterial_spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Pepper__bell___Bacterial_spot/19a868e4-5e24-43e8-b61b-a41022340f8e___NREC_B.Spot 1886.JPG,Pepper__bell___Bacterial_spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Pepper__bell___Bacterial_spot/b27e9697-adcc-41bb-becb-7bc34bbf3cee___JR_B.Spot 3264.JPG,Pepper__bell___Bacterial_spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Pepper__bell___Bacterial_spot/9cb626a6-67a9-449d-806e-e2fb89345d65___NREC_B.Spot 1788.JPG,Pepper__bell___Bacterial_spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Pepper__bell___Bacterial_spot/532fab13-878e-4fe9-af94-302ed3e0a906___NREC_B.Spot 1885.JPG,Pepper__bell___Bacterial_spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Pepper__bell___Bacterial_spot/efeb1a44-bc48-4099-924b-ebc42827801e___JR_B.Spot 3387.JPG,Pepper__bell___Bacterial_spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Pepper__bell___Bacterial_spot/21556c18-1833-43a9-86b2-8e7130b4dbce___JR_B.Spot 3230.JPG,Pepper__bell___Bacterial_spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Pepper__bell___Bacterial_spot/c6fce723-0700-4184-9444-b570dd4263f5___NREC_B.Spot 1837.JPG,Pepper__bell___Bacterial_spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Pepper__bell___Bacterial_spot/e05d9bf6-8d96-4fb5-8ea4-b9bab9e9bb8f___JR_B.Spot 3142.JPG,Pepper__bell___Bacterial_spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Pepper__bell___Bacterial_spot/c5e7ba98-d953-45ab-a4b7-edd047e70c58___JR_B.Spot 3121.JPG,Pepper__bell___Bacterial_spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Pepper__bell___Bacterial_spot/5bdf4dcc-7f67-4dc6-92a3-671c6dd4c61f___JR_B.Spot 8942.JPG,Pepper__bell___Bacterial_spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Pepper__bell___Bacterial_spot/9435d4a5-e198-4c46-8a90-a888cb2e7267___JR_B.Spot 3316.JPG,Pepper__bell___Bacterial_spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Pepper__bell___Bacterial_spot/e2bc1ccf-bbc2-457b-89cb-6e7154ec3414___NREC_B.Spot 9092.JPG,Pepper__bell___Bacterial_spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Pepper__bell___Bacterial_spot/b45fccde-f383-4741-a19a-fb48dc215190___JR_B.Spot 3098.JPG,Pepper__bell___Bacterial_spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Pepper__bell___Bacterial_spot/a326fc1a-66ff-4ca1-b19c-2ce6cb760cd9___JR_B.Spot 9011.JPG,Pepper__bell___Bacterial_spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Pepper__bell___Bacterial_spot/bc76d04a-056a-4fa4-a3de-2d848101631a___JR_B.Spot 9089.JPG,Pepper__bell___Bacterial_spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Pepper__bell___Bacterial_spot/32bc632f-7dfc-4a3a-b25a-f71fba5b02b1___JR_B.Spot 8967.JPG,Pepper__bell___Bacterial_spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Pepper__bell___Bacterial_spot/ca2cf355-2e1f-4353-b541-7079b06a5893___JR_B.Spot 3117.JPG,Pepper__bell___Bacterial_spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Pepper__bell___Bacterial_spot/644b37d1-495a-40ef-9cff-163a97016d71___JR_B.Spot 3269.JPG,Pepper__bell___Bacterial_spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Pepper__bell___Bacterial_spot/442f9778-71fb-43c6-9b97-e11f6525a0f3___JR_B.Spot 3177.JPG,Pepper__bell___Bacterial_spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Pepper__bell___Bacterial_spot/d0776882-b233-48b9-a7dc-a426ffc7cd0e___JR_B.Spot 3227.JPG,Pepper__bell___Bacterial_spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Pepper__bell___Bacterial_spot/41da62b7-c3af-4604-aaa5-c457356e04bd___JR_B.Spot 9034.JPG,Pepper__bell___Bacterial_spot
